TestFunction,DrawMethod,dim,nPoints,log2n,shift,baker,rDrawn,mean,var,skew,kurt,MeanOfMeans,MedianOfMeans,LeeValiant,MinskerNdaoud(3),MinskerNdaoud(2),MinskerNdaoud(3;1.0)
PieceLinGauss,Lat-Rv,16,4096,12,rqmc,True,27,8.728962641856162e-06,1.3961693041781297e-05,0.003623192044105306,11.144516632539156,5.268552334133799e-07,1.5731075767463598e-07,1.4186062530409641e-07,3.101391059130965e-07,4.0838719928640505e-07,3.3598917697368376e-07
PieceLinGauss,Lat-Rv,16,4096,12,rqmc,True,27,-3.961195329715169e-05,1.0892166938821887e-05,0.06558368522048308,5.105574060442229,4.0767076171491455e-07,4.7349620019316076e-07,4.891388563720854e-07,4.24882356875066e-07,4.111412476431678e-07,3.92196943937322e-07
PieceLinGauss,Lat-Rv,16,4096,12,rqmc,True,31,-3.961195329715169e-05,1.0892166938821887e-05,0.06558368522048308,5.105574060442229,3.596516467051059e-07,4.1262530098455235e-07,4.253934423429393e-07,3.6702110020709583e-07,3.5591101925771296e-07,3.447186474835139e-07
PieceLinGauss,Lat-Rv,16,4096,12,rqmc,True,31,8.728962641856162e-06,1.3961693041781297e-05,0.003623192044105306,11.144516632539156,4.541357625316385e-07,1.3606631425103782e-07,1.2237973261351178e-07,2.810654585008641e-07,3.668926328665923e-07,3.015732003751515e-07
PieceLinGauss,Lat-Rv,16,16384,14,qmc,True,7,-0.00018025666799196044,1.578859971971995e-05,-0.12460884372107275,10.291233865518667,2.240160395780747e-06,1.3004292343058596e-06,1.253289637766912e-06,1.836223246205444e-06,1.5354947305275365e-06,1.5345908570322665e-06
PieceLinGauss,Lat-Rv,16,16384,14,qmc,True,11,-0.00018025666799196044,1.578859971971995e-05,-0.12460884372107275,10.291233865518667,1.44302057947404e-06,8.18542918685726e-07,7.775567326380512e-07,9.747146582041516e-07,1.0705027148432682e-06,9.04174050987646e-07
PieceLinGauss,Lat-Rv,16,16384,14,qmc,True,15,-0.00018025666799196044,1.578859971971995e-05,-0.12460884372107275,10.291233865518667,1.0660021773994798e-06,6.022721656171194e-07,5.678549253735618e-07,7.180566912074914e-07,8.236309741145053e-07,6.985574242786912e-07
PieceLinGauss,Lat-Rv,16,16384,14,qmc,True,19,-0.00018025666799196044,1.578859971971995e-05,-0.12460884372107275,10.291233865518667,8.582312275422356e-07,4.6717408523139126e-07,4.4113263091633654e-07,5.863245833261745e-07,6.815138744561992e-07,5.878922094329233e-07
PieceLinGauss,Lat-Rv,16,16384,14,qmc,True,23,-0.00018025666799196044,1.578859971971995e-05,-0.12460884372107275,10.291233865518667,7.166754662715439e-07,3.87465506850297e-07,3.656630380860488e-07,5.210815932928827e-07,5.882792716452953e-07,5.212119649693357e-07
PieceLinGauss,Lat-Rv,16,16384,14,qmc,True,27,-0.00018025666799196044,1.578859971971995e-05,-0.12460884372107275,10.291233865518667,6.165963696069782e-07,3.3984752822948515e-07,3.188244044580293e-07,4.530802302945075e-07,5.169848386709781e-07,4.6071694748013867e-07
PieceLinGauss,Lat-Rv,16,16384,14,qmc,True,31,-0.00018025666799196044,1.578859971971995e-05,-0.12460884372107275,10.291233865518667,5.425136530890524e-07,2.9916222473394146e-07,2.806347149218848e-07,4.098912106602428e-07,4.6237725539167935e-07,4.176673020294795e-07
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,7,1.3709658078088642e-06,2.7222237751850313e-06,-0.07413725347193391,13.065711254267741,3.838775264877403e-07,3.5850878790221454e-07,3.6126666966533055e-07,4.858192377957074e-07,3.444069223991568e-07,3.846749805336773e-07
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,7,-1.476046601026338e-06,3.32457783097419e-06,-0.11113010066445358,37.448732261631825,4.681598096629834e-07,8.788616656162246e-08,8.272935338230758e-08,1.2002776838724774e-07,1.2756583210241837e-07,1.0621520028223463e-07
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,11,-1.476046601026338e-06,3.32457783097419e-06,-0.11113010066445358,37.448732261631825,2.9790415757722747e-07,5.525491969839084e-08,5.135117465804991e-08,6.576354530561687e-08,9.22206133592504e-08,6.495979019538584e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,11,1.3709658078088642e-06,2.7222237751850313e-06,-0.07413725347193391,13.065711254267741,2.4469328285726245e-07,2.33048658559621e-07,2.355408172662838e-07,2.4379474423114385e-07,2.1416525662999374e-07,2.057778820908188e-07
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,15,1.3709658078088642e-06,2.7222237751850313e-06,-0.07413725347193391,13.065711254267741,1.822560903988886e-07,1.7072847247279183e-07,1.724660333360878e-07,1.6712551494022687e-07,1.5842312936397647e-07,1.48915150544353e-07
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,15,-1.476046601026338e-06,3.32457783097419e-06,-0.11113010066445358,37.448732261631825,2.1705563168968445e-07,4.118443314092183e-08,3.8314845264603904e-08,5.217284532179514e-08,7.88971654953441e-08,5.620472011907486e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,19,-1.476046601026338e-06,3.32457783097419e-06,-0.11113010066445358,37.448732261631825,1.7196550251920633e-07,3.156412822828508e-08,2.9509788369397933e-08,4.3056213982602116e-08,6.808495902612745e-08,4.730301313259958e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,19,1.3709658078088642e-06,2.7222237751850313e-06,-0.07413725347193391,13.065711254267741,1.4495166310990394e-07,1.3312315038037574e-07,1.3433328524763325e-07,1.2737621656357242e-07,1.2746669106753214e-07,1.1810690202122544e-07
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,23,-1.476046601026338e-06,3.32457783097419e-06,-0.11113010066445358,37.448732261631825,1.4112688283717477e-07,2.5787597767345758e-08,2.42162791171113e-08,3.8784923107717e-08,6.014854025106183e-08,4.314366295715926e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,23,1.3709658078088642e-06,2.7222237751850313e-06,-0.07413725347193391,13.065711254267741,1.1899324681967952e-07,1.1272960740176903e-07,1.1371986469191685e-07,1.0657638268579547e-07,1.0640110238910969e-07,9.97727951584127e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,27,1.3709658078088642e-06,2.7222237751850313e-06,-0.07413725347193391,13.065711254267741,1.0068952780620153e-07,9.4530788750008e-08,9.571118341871008e-08,8.897216542954565e-08,9.000973283028066e-08,8.453232150656615e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,27,-1.476046601026338e-06,3.32457783097419e-06,-0.11113010066445358,37.448732261631825,1.2119547060829743e-07,2.1800831047146986e-08,2.0400580743713295e-08,3.4769696714211526e-08,5.523041379641737e-08,3.9404406216530305e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,31,1.3709658078088642e-06,2.7222237751850313e-06,-0.07413725347193391,13.065711254267741,8.825345859709629e-08,8.343544471889605e-08,8.462803004050347e-08,7.685536030530146e-08,7.881528709621109e-08,7.398780754311888e-08
PieceLinGauss,Lat-Rv,16,16384,14,rqmc,True,31,-1.476046601026338e-06,3.32457783097419e-06,-0.11113010066445358,37.448732261631825,1.0538451156097753e-07,1.8937671012326922e-08,1.7837812934563483e-08,3.201673085648105e-08,5.1832438802783904e-08,3.668057857931713e-08
PieceLinGauss,Lat-Rv,16,65536,16,qmc,True,7,-4.285172287096536e-05,3.954339981194255e-06,-0.04102102819621831,30.253872277034205,5.729151298947246e-07,1.9830108211698296e-07,1.884533299710875e-07,2.671622980855047e-07,2.477015745958153e-07,2.3345696096770146e-07
PieceLinGauss,Lat-Rv,16,65536,16,qmc,True,11,-4.285172287096536e-05,3.954339981194255e-06,-0.04102102819621831,30.253872277034205,3.6360488355707057e-07,1.1764168462735929e-07,1.1071399414364731e-07,1.4369694286319245e-07,1.7337405986667117e-07,1.388195249031465e-07
PieceLinGauss,Lat-Rv,16,65536,16,qmc,True,15,-4.285172287096536e-05,3.954339981194255e-06,-0.04102102819621831,30.253872277034205,2.679129755966279e-07,8.671549417074671e-08,8.133745059094516e-08,1.0782971210314093e-07,1.3728046037150044e-07,1.0936664566718608e-07
PieceLinGauss,Lat-Rv,16,65536,16,qmc,True,19,-4.285172287096536e-05,3.954339981194255e-06,-0.04102102819621831,30.253872277034205,2.0999416624220279e-07,6.781787915635577e-08,6.332413219676343e-08,9.157993729988785e-08,1.1613407077156047e-07,9.478765916680306e-08
PieceLinGauss,Lat-Rv,16,65536,16,qmc,True,23,-4.285172287096536e-05,3.954339981194255e-06,-0.04102102819621831,30.253872277034205,1.745366898212217e-07,5.6213340903012783e-08,5.2203747569838554e-08,7.789025092852691e-08,9.895862686774225e-08,8.205400304903835e-08
PieceLinGauss,Lat-Rv,16,65536,16,qmc,True,27,-4.285172287096536e-05,3.954339981194255e-06,-0.04102102819621831,30.253872277034205,1.5098214011911086e-07,4.7963813726206134e-08,4.468055929868807e-08,7.196184360842472e-08,9.322809761999299e-08,7.650022170663472e-08
PieceLinGauss,Lat-Rv,16,65536,16,qmc,True,31,-4.285172287096536e-05,3.954339981194255e-06,-0.04102102819621831,30.253872277034205,1.3112549066125012e-07,4.322203577957602e-08,4.024495348950499e-08,6.559324045472407e-08,8.245506253809254e-08,6.981576292140751e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,7,-6.400826616902118e-07,6.185884958580522e-07,-0.4139145050543684,29.6232408078802,8.921127233003224e-08,6.828518906429985e-08,6.815465469436515e-08,9.118381792272339e-08,6.716473716387325e-08,7.28594107715058e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,7,-1.339072612720326e-07,7.859459164092204e-07,-0.6243838525644106,153.87497867642284,1.1122881765471107e-07,1.4559143712851213e-08,1.414604063089167e-08,1.9653168635936823e-08,1.8019002952897e-08,1.6316461425000654e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,11,-1.339072612720326e-07,7.859459164092204e-07,-0.6243838525644106,153.87497867642284,7.129750824785534e-08,9.175045005991864e-09,8.964182371969872e-09,1.058460967632516e-08,1.2107548680362133e-08,9.79070117751813e-09
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,11,-6.400826616902118e-07,6.185884958580522e-07,-0.4139145050543684,29.6232408078802,5.755995796003471e-08,4.4515203274142e-08,4.4398886468691324e-08,4.726606368553914e-08,4.105528015534479e-08,4.0096703571855646e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,15,-6.400826616902118e-07,6.185884958580522e-07,-0.4139145050543684,29.6232408078802,4.250461396163816e-08,3.2522566944457334e-08,3.2473709120594225e-08,3.121393741036098e-08,3.120434149433838e-08,2.837858552104716e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,15,-1.339072612720326e-07,7.859459164092204e-07,-0.6243838525644106,153.87497867642284,5.176205292328987e-08,6.6984502484959344e-09,6.593820949753893e-09,7.2601244642473375e-09,1.0214315480513015e-08,7.2068198964717125e-09
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,19,-6.400826616902118e-07,6.185884958580522e-07,-0.4139145050543684,29.6232408078802,3.4403313797791075e-08,2.6207204573305684e-08,2.5994306182999817e-08,2.492599331529149e-08,2.481386417209642e-08,2.3410374664399637e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,19,-1.339072612720326e-07,7.859459164092204e-07,-0.6243838525644106,153.87497867642284,4.036029873959139e-08,5.281266529060446e-09,5.223084246421276e-09,6.0237375700548705e-09,8.851855727556638e-09,6.285064701572963e-09
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,23,-1.339072612720326e-07,7.859459164092204e-07,-0.6243838525644106,153.87497867642284,3.414839271148264e-08,4.257691958874489e-09,4.202356789957418e-09,4.9595851627006605e-09,8.30144932479489e-09,5.522803737749981e-09
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,23,-6.400826616902118e-07,6.185884958580522e-07,-0.4139145050543684,29.6232408078802,2.767076045301439e-08,2.1827977621350168e-08,2.1789561289692214e-08,2.0202455067671134e-08,2.086565518258497e-08,1.947147941167866e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,27,-1.339072612720326e-07,7.859459164092204e-07,-0.6243838525644106,153.87497867642284,2.9368103483396748e-08,3.730009031796029e-09,3.6843591529477595e-09,4.535108029845622e-09,7.563180320296153e-09,5.0291941337864135e-09
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,27,-6.400826616902118e-07,6.185884958580522e-07,-0.4139145050543684,29.6232408078802,2.3305459988732533e-08,1.85492025950239e-08,1.846551291883587e-08,1.7208916483080266e-08,1.789164146062971e-08,1.6654888410221203e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,31,-6.400826616902118e-07,6.185884958580522e-07,-0.4139145050543684,29.6232408078802,2.0563403024455724e-08,1.6326080144069557e-08,1.6240175806834125e-08,1.5213961220194973e-08,1.6085491159836493e-08,1.4892868485190055e-08
PieceLinGauss,Lat-Rv,16,65536,16,rqmc,True,31,-1.339072612720326e-07,7.859459164092204e-07,-0.6243838525644106,153.87497867642284,2.521098287116824e-08,3.2144520915996195e-09,3.1740636654486485e-09,4.047612064455606e-09,6.746516370808168e-09,4.5894938694646335e-09
PieceLinGauss,Lat-Rv,32,64,6,qmc,True,7,-0.013552241984716067,0.002015841330174915,1.0241457285094386,4.298434061069531,0.00046763098427332953,0.0007968580725564617,0.0008674710641737811,0.000999976226909495,0.0007002911705106657,0.0007901930390319957
PieceLinGauss,Lat-Rv,32,64,6,qmc,True,11,-0.013552241984716067,0.002015841330174915,1.0241457285094386,4.298434061069531,0.0003639926413122097,0.0006739777400412521,0.0007531728918213972,0.0006803531211484129,0.0005022362711246013,0.0005293666955821754
PieceLinGauss,Lat-Rv,32,64,6,qmc,True,15,-0.013552241984716067,0.002015841330174915,1.0241457285094386,4.298434061069531,0.00031770019123138936,0.0006209090867624797,0.0007070543297362493,0.0005277350212651344,0.0004162839845317142,0.0004204323748566127
PieceLinGauss,Lat-Rv,32,64,6,qmc,True,19,-0.013552241984716067,0.002015841330174915,1.0241457285094386,4.298434061069531,0.00028958717172379453,0.0005892927338421775,0.0006789835076674178,0.00045516091130611935,0.00036480884253556247,0.0003698415390271431
PieceLinGauss,Lat-Rv,32,64,6,qmc,True,23,-0.013552241984716067,0.002015841330174915,1.0241457285094386,4.298434061069531,0.00027241721563439316,0.0005671898953823189,0.0006598596280293111,0.00040309130774663835,0.0003334705619079102,0.0003356984013951609
PieceLinGauss,Lat-Rv,32,64,6,qmc,True,27,-0.013552241984716067,0.002015841330174915,1.0241457285094386,4.298434061069531,0.00025984074421488065,0.0005562728051403828,0.0006514323319526668,0.00037253030364165965,0.00031367133841678327,0.00031396581887485235
PieceLinGauss,Lat-Rv,32,64,6,qmc,True,31,-0.013552241984716067,0.002015841330174915,1.0241457285094386,4.298434061069531,0.00025062179913171845,0.0005449378961670223,0.0006418826668121178,0.0003479128720162285,0.0002973940796234932,0.00029725622580401364
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,7,0.00031318254962995533,0.0007578710383133487,0.33270043841365327,2.9785002628033723,0.00010653560680779562,0.000158808822459517,0.00016915983081352634,0.00022125268347667601,0.00014277660106660442,0.00016728773585319274
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,7,-0.00028412587216049105,0.000928682413910293,0.45388050238553895,3.2304061272527385,0.00013251522234844124,0.0002012885894851531,0.0002145288907238195,0.00027355239932331735,0.00017840630756058167,0.0002079710141195874
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,11,-0.00028412587216049105,0.000928682413910293,0.45388050238553895,3.2304061272527385,8.523963749710965e-05,0.0001358872846254955,0.0001461845218197489,0.00013758351622374676,0.00010395197727533114,0.00010616112780652065
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,11,0.00031318254962995533,0.0007578710383133487,0.33270043841365327,2.9785002628033723,6.872492177005968e-05,0.0001067654762885471,0.000114420554308853,0.00010808538448392238,8.293105881269156e-05,8.379554009837284e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,15,-0.00028412587216049105,0.000928682413910293,0.45388050238553895,3.2304061272527385,6.206240406213945e-05,0.00010363859153205812,0.00011267319867070286,8.985161634022035e-05,7.262038165425618e-05,7.155327086621444e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,15,0.00031318254962995533,0.0007578710383133487,0.33270043841365327,2.9785002628033723,5.03957724793477e-05,7.814817434345807e-05,8.481234874194205e-05,6.964208050693499e-05,5.7770820949956145e-05,5.660423431822774e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,19,-0.00028412587216049105,0.000928682413910293,0.45388050238553895,3.2304061272527385,4.889117521908948e-05,8.350085408937963e-05,9.153453945915573e-05,6.521080601595048e-05,5.531840591047644e-05,5.4148668181361915e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,19,0.00031318254962995533,0.0007578710383133487,0.33270043841365327,2.9785002628033723,4.008133816977487e-05,6.33875575465365e-05,6.900772997903182e-05,5.210075410109498e-05,4.4799852548090503e-05,4.392506415868921e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,23,0.00031318254962995533,0.0007578710383133487,0.33270043841365327,2.9785002628033723,3.285589673701187e-05,5.277672863435483e-05,5.748671060687172e-05,4.05340528011728e-05,3.623002967640643e-05,3.511810760278695e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,23,-0.00028412587216049105,0.000928682413910293,0.45388050238553895,3.2304061272527385,4.107834068506205e-05,7.05738873167128e-05,7.754097812959084e-05,5.316588559019841e-05,4.569977158117922e-05,4.501963336521263e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,27,0.00031318254962995533,0.0007578710383133487,0.33270043841365327,2.9785002628033723,2.773520736158531e-05,4.569225867986655e-05,5.017654611689764e-05,3.2847138649574636e-05,3.0144064159292206e-05,2.912798317829482e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,27,-0.00028412587216049105,0.000928682413910293,0.45388050238553895,3.2304061272527385,3.4855578828926424e-05,6.108588384513109e-05,6.771869875022232e-05,4.2766664073535375e-05,3.845850235278963e-05,3.721982120888688e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,31,0.00031318254962995533,0.0007578710383133487,0.33270043841365327,2.9785002628033723,2.4277793411627306e-05,4.0216864335161185e-05,4.4412577074525204e-05,2.8131808810285296e-05,2.5982336264030455e-05,2.5318848479301654e-05
PieceLinGauss,Lat-Rv,32,64,6,rqmc,True,31,-0.00028412587216049105,0.000928682413910293,0.45388050238553895,3.2304061272527385,3.077602507641542e-05,5.527600831173598e-05,6.156325252142035e-05,3.685874929824429e-05,3.368791955672041e-05,3.26046964057549e-05
PieceLinGauss,Lat-Rv,32,256,8,qmc,True,7,-0.004432041896233897,0.0007378368919457237,0.5448790419521711,3.3203908503037756,0.00012363881905879778,0.0001985898554431682,0.00021371407510713985,0.00026330110041436364,0.00017391999922325898,0.00020282516907949315
PieceLinGauss,Lat-Rv,32,256,8,qmc,True,11,-0.004432041896233897,0.0007378368919457237,0.5448790419521711,3.3203908503037756,8.696219152336441e-05,0.00014565836273043456,0.00015939861274145279,0.00014583955254157983,0.00011075664293449648,0.00011363402566833267
PieceLinGauss,Lat-Rv,32,256,8,qmc,True,15,-0.004432041896233897,0.0007378368919457237,0.5448790419521711,3.3203908503037756,6.941103552868957e-05,0.00012113232570051828,0.00013457964839325775,0.00010488700106764708,8.610434423056685e-05,8.436890410497362e-05
PieceLinGauss,Lat-Rv,32,256,8,qmc,True,19,-0.004432041896233897,0.0007378368919457237,0.5448790419521711,3.3203908503037756,5.908941286055056e-05,0.00010676144813149337,0.00011992465439577442,8.459025259985713e-05,7.090224937559548e-05,6.999048299548696e-05
PieceLinGauss,Lat-Rv,32,256,8,qmc,True,23,-0.004432041896233897,0.0007378368919457237,0.5448790419521711,3.3203908503037756,5.19527863343165e-05,9.690117245336296e-05,0.00010982030367534663,7.100812480620593e-05,6.048214449265339e-05,6.004960624435596e-05
PieceLinGauss,Lat-Rv,32,256,8,qmc,True,27,-0.004432041896233897,0.0007378368919457237,0.5448790419521711,3.3203908503037756,4.723197686052588e-05,8.957869720108652e-05,0.00010267904321335066,6.234597838954595e-05,5.4321611988625694e-05,5.371745001298724e-05
PieceLinGauss,Lat-Rv,32,256,8,qmc,True,31,-0.004432041896233897,0.0007378368919457237,0.5448790419521711,3.3203908503037756,4.37174352717607e-05,8.53328912548469e-05,9.805596228035689e-05,5.631440504477889e-05,4.946778263445023e-05,4.9139190094786935e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,7,-0.0001677967368602769,0.0001809297568213116,0.21021733751116572,3.0179638033645015,2.5616376298737935e-05,3.8822428670668415e-05,4.141441998957249e-05,5.296968641975679e-05,3.3875351236665285e-05,3.99606301520706e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,7,-4.5273717592524666e-05,0.0002348791278521057,0.2582331311989427,3.1379363564483067,3.402432655242978e-05,5.03985364572507e-05,5.34463005187437e-05,6.732253309272861e-05,4.448309678260713e-05,5.096859414439373e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,11,-4.5273717592524666e-05,0.0002348791278521057,0.2582331311989427,3.1379363564483067,2.1972074889506054e-05,3.3762930147699836e-05,3.593010962292169e-05,3.3467279895560074e-05,2.6032687398567623e-05,2.6170091153763586e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,11,-0.0001677967368602769,0.0001809297568213116,0.21021733751116572,3.0179638033645015,1.673827438623444e-05,2.549044994793501e-05,2.729633160083918e-05,2.616178893871996e-05,2.0060319627718486e-05,2.0397128507756267e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,15,-0.0001677967368602769,0.0001809297568213116,0.21021733751116572,3.0179638033645015,1.2076070581583907e-05,1.826222697297395e-05,1.965476467103689e-05,1.643510594636376e-05,1.3925666334676529e-05,1.3464377808759006e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,15,-4.5273717592524666e-05,0.0002348791278521057,0.2582331311989427,3.1379363564483067,1.607254924329713e-05,2.5065485958305268e-05,2.6642644832924284e-05,2.1486682710471395e-05,1.8112444280226658e-05,1.7650775296414967e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,19,-4.5273717592524666e-05,0.0002348791278521057,0.2582331311989427,3.1379363564483067,1.2390881651391e-05,2.013688360020735e-05,2.1449217628922015e-05,1.569662052122912e-05,1.3699297614772222e-05,1.331612277271732e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,19,-0.0001677967368602769,0.0001809297568213116,0.21021733751116572,3.0179638033645015,9.777448067861649e-06,1.5076987921484317e-05,1.6281840835000804e-05,1.2415044525135063e-05,1.0734477147047114e-05,1.0574697385529944e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,23,-4.5273717592524666e-05,0.0002348791278521057,0.2582331311989427,3.1379363564483067,1.0503637534839627e-05,1.7115452274552927e-05,1.8241520916326327e-05,1.2602738896924561e-05,1.1331587727864693e-05,1.1043832487004258e-05
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,23,-0.0001677967368602769,0.0001809297568213116,0.21021733751116572,3.0179638033645015,8.065403721768066e-06,1.250730203190708e-05,1.3580162382461265e-05,9.857484901506947e-06,8.855214188151697e-06,8.598415966135168e-06
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,27,-4.5273717592524666e-05,0.0002348791278521057,0.2582331311989427,3.1379363564483067,8.864301729944265e-06,1.468941180322254e-05,1.5684122983548944e-05,1.0425412684762895e-05,9.523561161909694e-06,9.274084367220586e-06
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,27,-0.0001677967368602769,0.0001809297568213116,0.21021733751116572,3.0179638033645015,6.886809746787835e-06,1.077227273325283e-05,1.1795692873182026e-05,8.205150322355673e-06,7.429437056956546e-06,7.263959341462944e-06
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,31,-0.0001677967368602769,0.0001809297568213116,0.21021733751116572,3.0179638033645015,5.99143385015407e-06,9.390567721054656e-06,1.0327552121390426e-05,6.979292638068886e-06,6.412382642905334e-06,6.277486623712371e-06
PieceLinGauss,Lat-Rv,32,256,8,rqmc,True,31,-4.5273717592524666e-05,0.0002348791278521057,0.2582331311989427,3.1379363564483067,7.670748335422498e-06,1.2778419305059083e-05,1.3697461607189687e-05,8.892670619204405e-06,8.136249414654689e-06,7.9993261959558e-06
PieceLinGauss,Lat-Rv,32,1024,10,qmc,True,7,-0.0013667758438023758,0.00022407085692978065,0.3021237780931882,3.1877458866382233,3.42114950258903e-05,5.1424749302713166e-05,5.4832670063412504e-05,6.99162505000195e-05,4.577564529368133e-05,5.3334340911360944e-05
PieceLinGauss,Lat-Rv,32,1024,10,qmc,True,11,-0.0013667758438023758,0.00022407085692978065,0.3021237780931882,3.1877458866382233,2.2130314453073697e-05,3.441197957587463e-05,3.691968743678763e-05,3.479367907366911e-05,2.6753757520772536e-05,2.7170898946157773e-05
PieceLinGauss,Lat-Rv,32,1024,10,qmc,True,15,-0.0013667758438023758,0.00022407085692978065,0.3021237780931882,3.1877458866382233,1.6771552974263126e-05,2.6869740837743704e-05,2.9064832070831335e-05,2.3497858622368377e-05,1.968567945968506e-05,1.915222188433568e-05
PieceLinGauss,Lat-Rv,32,1024,10,qmc,True,19,-0.0013667758438023758,0.00022407085692978065,0.3021237780931882,3.1877458866382233,1.3714794640969746e-05,2.2083604047366496e-05,2.398312940053128e-05,1.7969345519945595e-05,1.5584308410488214e-05,1.5242278905633966e-05
PieceLinGauss,Lat-Rv,32,1024,10,qmc,True,23,-0.0013667758438023758,0.00022407085692978065,0.3021237780931882,3.1877458866382233,1.1708943026492338e-05,1.9296685846736957e-05,2.1167575048032056e-05,1.4765180020541581e-05,1.3103462050622702e-05,1.2797159693705013e-05
PieceLinGauss,Lat-Rv,32,1024,10,qmc,True,27,-0.0013667758438023758,0.00022407085692978065,0.3021237780931882,3.1877458866382233,1.006357124849029e-05,1.694104208497596e-05,1.8624986622894945e-05,1.25124430844831e-05,1.1174732584796169e-05,1.095247002829916e-05
PieceLinGauss,Lat-Rv,32,1024,10,qmc,True,31,-0.0013667758438023758,0.00022407085692978065,0.3021237780931882,3.1877458866382233,9.138012208171978e-06,1.552760719229478e-05,1.7072971392948228e-05,1.1035767956710219e-05,1.0049858080919668e-05,9.82460483187766e-06
PieceLinGauss,Lat-Rv,32,1024,10,rqmc,True,7,4.2157626779529655e-05,5.89779737588751e-05,0.0749402160807304,3.506195157208553,8.716768087805709e-06,1.1338107235117772e-05,1.1827452721273673e-05,1.540823839052981e-05,1.0480675816771353e-05,1.187267152966143e-05
PieceLinGauss,Lat-Rv,32,1024,10,rqmc,True,7,-2.7769267624553857e-05,4.696217744103505e-05,0.0874853551845196,3.139458851982252,6.5334159767738556e-06,9.50064229030572e-06,1.007160738818198e-05,1.3161998503290023e-05,8.560958067432469e-06,9.977988270190883e-06
PieceLinGauss,Lat-Rv,32,1024,10,rqmc,True,11,4.2157626779529655e-05,5.89779737588751e-05,0.0749402160807304,3.506195157208553,5.452300311840295e-06,7.241179170202948e-06,7.543680011953899e-06,7.539012688176125e-06,6.196148059489417e-06,6.067223995141918e-06
PieceLinGauss,Lat-Rv,32,1024,10,rqmc,True,11,-2.7769267624553857e-05,4.696217744103505e-05,0.0874853551845196,3.139458851982252,4.248804658642259e-06,6.304543217608118e-06,6.662953002071311e-06,6.384343473089649e-06,5.013680354344701e-06,5.026277131970086e-06
