file,TestFunction,dim,DrawMethod,shift,log2n,baker,mean,var,skewness,kurtosis,    ,MSE[A_r],MSE[M_r],MSE[L_r],MSE[N(3)_r],MSE[N(2)_r],MSE[N(3;1.0)_r]
RepsRandparQMC/Fper2-4-Lat-Rv-10-10000.dat,Fper2,4,Lat-Rv,qmc,10,False,0.00028411769430685,0.00001113501686564,14.85528679521481266,234.04381445371066661,    ,0.00000109299712473,0.00000000000021550,0.00000000000030602,0.00000000007466847,0.00000005179050046,0.00000000016162430
RepsRandparQMC/Fper2-4-Lat-Rv-B-10-10000.dat,Fper2,4,Lat-Rv,qmc,10,True,0.00058425755117884,0.00002268659894113,10.37284976892322241,115.14134292508461499,    ,0.00000240377497167,0.00000000000408741,0.00000000000662795,0.00000000421447793,0.00000017856430753,0.00000000863466992
RepsRandparQMC/Fper2-4-Lat-Rv-12-10000.dat,Fper2,4,Lat-Rv,qmc,12,False,0.00007354984198792,0.00000286937388720,29.21138711105091801,903.15100997592458043,    ,0.00000026626175082,0.00000000000000012,0.00000000000000048,0.00000000000110293,0.00000001149675066,0.00000000000280047
RepsRandparQMC/Fper2-4-Lat-Rv-B-12-10000.dat,Fper2,4,Lat-Rv,qmc,12,True,0.00014375529872607,0.00000567216028702,20.86967057600008957,459.37613296656792272,    ,0.00000053631652110,0.00000000000000163,0.00000000000001207,0.00000000084707235,0.00000002235015463,0.00000000100154478
RepsRandparQMC/Fper2-4-Lat-Rv-14-10000.dat,Fper2,4,Lat-Rv,qmc,14,False,0.00001960327815966,0.00000089533299890,54.92508170209394791,3086.24004064752489285,    ,0.00000008177819751,0.00000000000000000,0.00000000000000001,0.00000000000000273,0.00000000000018290,0.00000000000000089
RepsRandparQMC/Fper2-4-Lat-Rv-B-14-10000.dat,Fper2,4,Lat-Rv,qmc,14,True,0.00003849017103851,0.00000155916393191,40.29346370707428804,1699.91245882378552778,    ,0.00000014322366889,0.00000000000000000,0.00000000000000006,0.00000000000004043,0.00000000001491476,0.00000000000006848
RepsRandparQMC/Fper2-4-Lat-Rv-16-10000.dat,Fper2,4,Lat-Rv,qmc,16,False,0.00000608599093892,0.00000029148291545,97.85390842821978197,9692.03622391453063756,    ,0.00000002653548615,0.00000000000000000,0.00000000000000000,0.00000000000000001,0.00000000000000033,0.00000000000000001
RepsRandparQMC/Fper2-4-Lat-Rv-B-16-10000.dat,Fper2,4,Lat-Rv,qmc,16,True,0.00000691094207487,0.00000029601403838,95.79731473405776399,9399.29846397149231052,    ,0.00000002695812825,0.00000000000000000,0.00000000000000000,0.00000000000000001,0.00000000000017622,0.00000000000000002
RepsFixedparRQMC/Fper2-4-Sob-DS-6-10000.dat,Fper2,4,Sob,DS,6,False,-0.00001692419272012,0.00000183108291448,0.05182801138084119,1.99415731992040390,    ,0.00000016674851143,0.00000039500945069,0.00000044796241556,0.00000037144546640,0.00000023670847732,0.00000026463496202
RepsFixedparRQMC/Fper2-4-Sob-DS-8-10000.dat,Fper2,4,Sob,DS,8,False,-0.00000084091202555,0.00000026336480027,0.01853531248425020,2.25300742320560632,    ,0.00000002394296170,0.00000004218810129,0.00000004742981660,0.00000004415537986,0.00000003203245850,0.00000003310604564
